year,id,Growth,IE,IH,Debt,FDI,INF,POP,TOP,UR,EXR,GR
2021,12,2.97476192,8.702821,27.167332,40.696067,1.7878556,1.5600789,0.633,40.204758,3.827,0.00007008,0.1470804
2022,12,4.52447577,10.557102,32.96291,39.482379,1.872641,4.2094646,0.858,45.464672,3.462,0.00006357,0.2328093
2023,12,4.16733948,13.87857948,31.083654,38.98408,1.571167,3.6693866,0.828,41.33629,3.308,0.00006487,0.2732116
2000,13,0.56016899,20.63385,59.600163,22.152483,0.035586633,14.476751,1.553,41.257248,11.698,0.0004419,-0.5434034
2001,13,4.29451656,24.42417,59.236656,25.60659,0.32166046,11.274247,1.535,40.53557,12.362,0.00057112,-0.5434034
2002,13,0.82355304,26.50643,54.745975,28.530775,2.736115,14.335934,0.122,48.172688,12.8,0.00012575,-0.7183696
2003,13,7.19000976,22.13547,54.06885,26.788407,1.8941863,16.468012,2.084,50.679108,11.529,0.00012089,-0.7233853
2004,13,7.44180127,21.52145,56.559643,25.714118,1.6176969,14.761509,2.194,51.313858,10.3,0.00011373,-0.6691357
2005,13,2.12837885,21.89969,56.094944,22.176568,1.2842543,13.433118,2.232,54.440495,11.813,0.00011,-0.74235
2006,13,0.93124631,19.45678,51.68799,18.236322,0.87256,10.015899,2.079,53.16736,11.519,0.00010842,-0.7346343
2007,13,2.76183107,20.03128,53.21486,16.06229,0.57694614,17.34104,1.199,49.887306,10.772,0.00010774,-0.7287645
2008,13,6.40171007,22.38461,55.47851,12.373507,0.48759657,25.41051,1.23,48.229404,10.63,0.00010178,-0.7500004
2009,13,-0.95930346,18.56262,56.027607,13.277937,0.72053045,13.551555,1.254,43.69958,12.113,0.00010016,-0.745878
2010,13,-0.23921932,19.25691,59.39722,14.757303,0.74916863,10.089363,1.25,43.770645,13.679,0.00009659,-0.6340289
2011,13,4.48194624,20.15138,57.521534,12.259194,0.6798346,26.293386,1.222,41.219414,12.491,0.00008957,-0.5369306
2012,13,1.3849595,17.39579,54.961475,13.562291,0.7238501,27.256813,1.28,44.089348,12.275,0.00008157,-0.5324399
2013,13,-4.94408604,21.6735,47.86219,11.757624,0.6095016,36.603035,1.333,47.08672,10.595,0.00004036,-0.5687029
2014,13,-2.80061993,19.66487,40.109436,12.587421,0.45545387,16.606554,1.353,45.35142,10.68,0.00003685,-0.2574672
2015,13,3.58412138,18.56875,38.95087,37.022932,0.5009877,12.484681,1.37,39.42259,11.166,0.00003319,-0.1918034
2016,13,-2.75798228,19.44543,36.553177,47.903902,0.70452833,7.2454257,1.496,39.877243,12.618,0.00003089,-0.2031626
2017,13,7.26636493,20.30521,32.80345,45.044309,0.983655,8.044925,1.382,43.155693,12.232,0.00002772,-0.1973883
2018,13,1.55521443,21.14604,39.999763,42.944225,0.5761061,18.014118,1.169,56.61535,12.195,0.00002381,-0.2727406
2019,13,-4.96761764,21.24453,39.13536,46.554863,0.4333478,39.907345,0.988,48.59177,10.74,0.00002381,-0.4172702
2020,13,-3.40863263,22.6655,37.404957,48.342536,0.4776917,30.59414,0.551,43.884468,9.687,0.00002381,-0.7071428
2021,13,3.64198272,20.9082981,41.70082,42.40391,0.34982142,43.389015,1.109,42.67238,9.282,0.00002381,-0.6566521
2022,13,3.2691244,18.8212,41.587017,36.925685,0.3548933,43.488464,1.292,48.91835,9.085,0.00002381,-0.7076616
2023,13,3.10702656,20.8175547,43.145287,33.517032,0.3108854,44.579185,1.117,49.39355,8.129,0.00002381,-0.7402272
2000,14,-2.38610693,24.06614,47.331398,43.121688,0.87289643,9.980025,3.047,53.309044,2.884,0.01281458,-0.8436062
2001,14,0.57557675,22.96161,46.397865,41.276054,0.040833358,5.7385983,3.222,55.946835,2.876,0.01272265,-0.8436062
2002,14,-2.56736281,26.84722,44.62519,42.010158,0.21006237,1.9613082,3.073,55.172672,2.916,0.01297485,-0.9885635
2003,14,-0.19479801,25.84997,45.29118,43.792204,0.54841256,9.815691,3.098,54.132267,2.869,0.01313389,-1.104281
2004,14,1.89113513,27.59771,44.469044,40.754517,0.28619426,11.624036,3.112,59.477005,2.844,0.01292918,-0.7215366
2005,14,2.70244103,28.94344,45.226624,37.411659,0.113202065,10.312778,3.034,64.47887,2.739,0.01381851,-0.7229603
2006,14,3.27715458,26.95387,39.19219,37.065696,0.19621964,14.453734,3.06,55.236485,2.673,0.01440991,-0.6671859
2007,14,3.66978666,26.17428,36.45012,34.194955,2.281243,9.758881,2.986,53.89479,2.642,0.01595533,-0.5239398
2008,14,-2.75886456,26.17428,34.09736,34.254358,0.26629132,26.239817,3.072,57.578598,2.751,0.01286817,-0.6190145
2009,14,0.23259839,26.17428,31.375267,35.960599,0.27453423,9.234126,2.971,45.94519,2.816,0.01318913,-0.6026748
2010,14,4.968113,20.35201,30.178574,36.69467,0.3921643,3.9613888,2.834,50.394287,2.793,0.0123836,-0.5014835
2011,14,2.26952219,20.19197,30.966135,35.687277,3.094711,14.022491,2.669,58.402206,2.699,0.01175529,-0.530936
2012,14,1.87670754,19.48482,31.604355,37.616243,2.4472594,9.37777,2.549,51.62369,2.678,0.0116278,-0.468612
2013,14,1.26331129,18.68946,32.13203,39.755673,1.8141704,5.7174935,2.397,47.46464,2.762,0.01158618,-0.418694
2014,14,2.59218353,17.81518,29.221804,41.281031,1.2022084,6.8781548,2.282,46.17049,2.767,0.01104952,-0.4155586
2015,14,2.65589353,17.36209,26.898014,45.831722,0.8837999,6.5821543,2.173,40.327385,2.762,0.00977408,-0.3675673
2016,14,1.93794796,17.49838,24.999731,50.398551,0.62759125,6.2972493,2.242,34.86502,2.757,0.00975745,-0.3165797
2017,14,1.60475183,17.6314,23.2806,53.865569,1.640837,8.00565,2.108,35.995056,3.542,0.00968695,-0.3033052
2018,14,3.52404781,18.95112,23.365057,56.448928,0.83268625,4.6898065,1.955,34.414753,4.284,0.00981874,-0.3449543
2019,14,3.07004769,19.051144,24.299763,59.084646,0.46816856,5.239638,1.972,31.759462,5.014,0.00986812,-0.2914418
2020,14,-2.21032171,17.764854,23.332474,67.964961,-0.005368454,5.405162,1.952,30.39914,5.613,0.00915988,-0.3759713
2021,14,5.56513652,17.27012,22.651995,68.232211,0.382594,6.107936,1.85,35.00205,5.693,0.00883852,-0.3468069
2022,14,2.86281276,16.081675,24.009886,67.800025,0.691646,7.6598625,1.995,40.275322,5.565,0.00810547,-0.3324798
2023,14,3.64425549,24.994247,24.245653,73.039893,0.47252125,7.6713963,1.972,41.11109,5.409,0.00639134,-0.3131112
2000,15,6.33603611,21.39068,40.70201,32.363822,4.038429,1.5347402,2.364,220.40678,3,0.26315789,0.8746597
2001,15,-1.86947729,24.34852,35.693123,37.948365,0.5970293,1.4167848,2.442,203.36464,3.53,0.26315789,0.8746597
2002,15,2.87262555,25.9036,34.644497,39.524687,3.1661243,1.8078724,2.395,199.35623,3.48,0.26315789,0.9197187
2003,15,3.31466735,24.54244,34.49883,41.38765,2.920942,1.0896764,2.338,194.19513,3.61,0.26315789,0.9352283
2004,15,4.34321311,21.01292,36.10705,41.956839,3.5078726,1.4212712,2.286,210.37427,3.54,0.26315789,0.8416173
2005,15,2.97037127,23.439632,38.0438,40.161863,2.7343874,2.975071,2.25,203.85464,3.53,0.26455026,0.7787884
2006,15,3.25940654,16.74557,34.73174,38.7498,4.7271647,3.6092355,2.205,202.57715,3.32,0.28316579,0.825717
2007,15,4.0133044,16.12466,35.12305,38.272087,4.686846,2.0273533,2.143,192.4655,3.31,0.3024346,0.892499
2008,15,2.65806479,14.03864,35.536026,37.996851,3.2808194,5.440782,2.049,176.66832,3.34,0.2886836,0.7810639
2009,15,-3.45602643,18.46463,32.191563,48.533172,0.056692317,0.5833084,1.936,162.55898,3.62,0.29201343,0.7061109
2010,15,5.4342407,18.40623,34.1167,48.865688,4.2686467,1.6228523,1.806,157.94476,3.32,0.32430679,0.9606573
2011,15,3.46597439,20.97702,34.012707,49.32815,5.0744605,3.174471,1.698,154.93768,3.05,0.31476235,0.9015908
2012,15,3.69276569,19.85116,33.037975,50.923051,2.8290575,1.663571,1.708,147.84175,3.04,0.32698439,0.8762495
2013,15,2.9192326,19.45431,33.669086,52.256881,3.4943118,2.1050124,1.711,142.721,3.14,0.30473869,0.8710349
2014,15,4.20447758,19.80056,33.04467,51.938048,3.1412294,3.1429906,1.718,138.31223,2.88,0.28612303,0.9192375
2015,15,3.28578556,19.81073,33.707493,53.574478,3.270944,2.10439,1.748,131.37007,3.1,0.23299161,0.8365268
2016,15,2.62004558,20.78914,35.948456,51.890578,4.4713097,2.0905666,1.786,126.89901,3.44,0.22291574,0.7772776
2017,15,3.96186565,21.20991,35.934402,50.049697,2.9358203,3.8712013,1.743,133.15517,3.41,0.24618415,0.7610752
2018,15,3.07401779,19.64326,36.640583,51.185901,2.314587,0.8847092,1.661,130.40262,3.3,0.24163344,0.8592296
2019,15,2.75950122,17.63631,36.062656,52.421371,2.506977,0.66289186,1.533,123.028564,3.33,0.24434942,0.8172716
2020,15,-6.70933513,15.62188,34.2464,62.006782,1.2027546,-1.1387022,1.137,116.788185,4.54,0.24919013,0.8675226
2021,15,2.131462,20.462578,32.08135,63.266836,5.4162636,2.4771025,1.168,134.036,4.64,0.2394636,0.8036415
2022,15,7.73357564,20.14968,37.871056,60.181121,3.6848621,3.3786986,1.227,146.4246,3.93,0.22660322,0.7857271
2023,15,2.26723785,14.10052,37.09352,64.320927,1.9799006,2.4888656,1.241,132.59346,3.858,0.21779375,0.7474758
2000,16,-3.5859557,15.32381,68.81686,90.521885,1.713202,-0.67766166,2.957,44.66576,1.412,0.00141854,-1.3577285
2001,16,12.3755666,14.4935,67.79321,77.497752,5.067512,5.1870117,3.056,49.323906,1.332,0.00134353,-1.3577285
2002,16,-0.11560887,14.52521,61.75135,42.642965,-0.2662034,5.0328226,3.156,46.352924,1.36,0.00159873,-0.8107898
2003,16,6.36163328,18.28376,61.201935,44.149652,1.2936676,-1.3467262,3.201,46.891533,1.272,0.00192543,-1.0756994
2004,16,-1.75582979,17.73635,55.612995,42.434421,1.3104513,-3.0997813,3.274,44.0121,1.413,0.00207651,-1.0002198
2005,16,-0.76558084,16.2803,57.018227,46.626393,2.1574976,6.397883,3.277,44.912407,1.367,0.00179844,-0.887585
2006,16,0.34331524,16.107155,56.742867,18.0658,1.8062251,1.5435259,3.284,49.019077,1.395,0.00200775,-0.9167964
2007,16,-1.53137746,16.107155,61.347298,18.534527,2.1273978,1.412002,3.292,46.897793,1.372,0.0022442,-0.8640029
2008,16,0.28826876,18.03169,63.221992,20.098152,2.3337963,9.170988,3.281,53.64302,1.383,0.00212163,-0.8339004
2009,16,2.07458359,16.95941,61.83517,21.855125,5.3410125,2.4637518,3.235,40.54138,1.406,0.00219618,-0.8048193
2010,16,2.20222025,16.50391,56.266,25.28873,2.926127,1.1089269,3.261,48.816696,1.375,0.00203702,-0.9244336
2011,16,-0.33881137,18.25834,50.00246,23.964763,3.6037235,2.955644,3.205,43.18147,1.403,0.00197254,-0.8221921
2012,16,-3.91930567,22.40338,44.743607,25.389867,2.6890125,5.3231287,2.644,49.425236,1.462,0.00201141,-0.9100926
2013,16,0.31742368,16.62345,34.849396,26.381859,1.955529,-0.60673636,3.19,54.603245,1.517,0.00210242,-0.8529578
2014,16,3.18909646,18.22426,33.551174,26.906656,0.844266,0.8838146,3.132,51.078682,1.476,0.00185088,-1.0499743
2015,16,2.96620762,18.15549,34.171246,30.661119,1.7680956,1.4506906,3.126,53.575176,1.404,0.00165971,-0.9383384
2016,16,2.70047364,13.90388,35.750557,37.221474,2.1290069,-1.7996471,3.207,53.612617,1.367,0.00160697,-0.929614
2017,16,2.06891771,16.53433,37.50244,38.226284,3.0627942,1.7598574,3.17,49.491997,1.498,0.00182832,-0.8719879
2018,16,1.64097526,17.52153,32.553547,37.524259,2.2942607,0.2995465,3.082,50.699844,1.62,0.00174554,-0.9789893
2019,16,1.87829273,15.35703,31.079233,40.724559,4.195311,-1.6582669,2.956,53.998714,3.29,0.00171261,-1.0954319
2020,16,-4.10679846,15.14261,44.73706,47.333552,2.5936673,0.43808895,3.077,56.041546,3.528,0.0018707,-1.1224054
2021,16,-0.00652431,16.21821,44.094025,51.561102,2.7824574,3.925603,3.044,56.715054,4.006,0.00172664,-1.1810763
2022,16,0.62881217,18.189997,50.84737,50.341981,3.1742253,9.621476,2.976,61.56133,2.387,0.00162602,-1.2060162
2023,16,1.69413019,19.121769,47.22995,51.880788,2.8313198,2.0588024,2.972,57.53326,2.947,0.00168456,-1.2258828
2000,17,3.42140514,19.64613,52.223644,18.19187,2.4771922,9.491562,1.51,49.910408,2.646,0.10446919,0.01828
2001,17,-1.91629659,20.62428,53.428387,17.566166,3.776078,6.3677382,1.457,44.74011,2.627,0.10938167,0.01828
2002,17,-1.66063054,21.46491,54.359333,19.217328,2.4868574,5.0307274,1.419,45.209827,3.003,0.0969697,-0.3151304
2003,17,-0.21945015,22.47187,55.66365,20.19004,2.3718803,4.5469003,1.378,48.700417,3.455,0.08899964,-0.2703013
2004,17,2.16106231,22.05383,53.6927,19.203806,3.0682104,4.688409,1.353,52.04062,3.937,0.0887721,-0.2433608
2005,17,0.74541324,21.90379,54.589554,18.713623,2.7422013,3.9880571,1.344,52.562645,3.558,0.09278417,-0.1302682
2006,17,3.39577676,20.82432,53.763947,19.146305,2.1689303,3.6294677,1.363,54.482117,3.566,0.09190332,-0.0851155
2007,17,0.65078871,19.88907,52.497154,19.551932,2.8139873,3.966849,1.452,55.258526,3.628,0.09202849,-0.1597859
2008,17,-0.51988992,17.38016,48.595856,22.945429,2.56308,5.124983,1.468,56.36528,3.874,0.07386452,0.0066138
2009,17,-7.65517174,18.66512,47.35384,26.188794,2.0831165,5.2973557,1.456,54.591743,5.356,0.0765773,0.103917
2010,17,3.47084287,18.64259,43.508766,25.736713,2.7622373,4.1567273,1.424,59.273384,5.303,0.08092514,-0.0704234
2011,17,1.99026327,18.42102,40.73421,26.564836,1.9442261,3.4073782,1.407,62.162388,5.175,0.07147758,0.0989004
2012,17,2.1573183,18.08719,40.64141,26.940245,1.4525892,4.11151,1.308,64.257935,4.892,0.07686336,0.198193
2013,17,-0.44781075,16.90599,39.879066,29.533146,3.8367026,3.8063908,1.287,62.691673,4.921,0.07647306,0.2228276
2014,17,1.27091421,18.80594,40.872025,31.443228,2.0841575,4.018616,1.134,64.09841,4.819,0.06794401,0.131427
2015,17,1.60971011,19.01875,41.043774,33.778193,2.9878378,2.7206407,1.005,70.41297,4.311,0.05811757,0.0999957
2016,17,0.7909552,17.93933,41.372223,35.878601,3.4976802,2.821708,0.933,75.6903,3.853,0.04823601,0.1280596
2017,17,0.92342537,17.5773,41.788364,34.265678,2.7830749,6.041457,0.937,76.952126,3.419,0.050539,0.0099863
2018,17,1.01136623,16.57785,42.3094,34.396233,3.0141785,4.89935,0.956,80.21266,3.275,0.05080552,-0.0269292
2019,17,-1.33462178,19.31049684,42.282192,35.156172,2.2965145,3.6359615,0.945,77.461975,3.477,0.05306391,-0.0086685
2020,17,-9.10287156,16.19586,38.76134,40.279947,2.8133886,3.3968341,0.697,76.85455,4.44,0.05012858,-0.0462658
2021,17,5.34306681,15.88313,41.37072,40.083442,2.7054758,5.6892085,0.638,83.0693,4.019,0.0485826,-0.0457429
2022,17,2.93163505,14.23611,39.089664,39.399139,2.6714141,7.896276,0.868,88.798485,3.256,0.05150842,-0.0874176
2023,17,2.21143135,18.80543638,41.23573,39.862452,1.7073919,5.527961,0.877,73.578865,2.765,0.05909467,-0.0748652
2000,18,2.3155856,12.92393,47.172565,71.590159,9.898874,31.299301,-1.047,126.1631,8.539,0.08075392,-0.6693344
2001,18,6.33753269,16.42476,51.941223,60.816841,6.9860096,9.764663,-1.1,124.50074,7.366,0.07638894,-0.6693344
2002,18,8.04993225,17.88434,46.51904,59.555989,5.0577135,5.301244,-1.149,129.83952,6.845,0.07234843,-0.7261883
2003,18,6.90061128,16.19259,48.306805,52.874223,3.7230413,11.746079,-1.158,140.05653,6.378,0.07564297,-0.7311657
2004,18,7.66608705,19.45202,38.17025,40.051348,5.81199,12.524277,-1.238,132.69907,6.374,0.08024974,-0.8264427
2005,18,7.76188624,19.29665,42.76385,33.256196,6.381463,11.959184,-1.652,143.02357,5.633,0.07793017,-0.9015247
2006,18,5.09166802,18.60882,46.451584,30.279629,7.5898066,12.777756,-1.754,137.15477,4.26,0.07748935,-0.8426635
2007,18,3.23894684,19.41697,45.09948,23.195208,12.179026,12.3671665,-1.845,142.72054,2.749,0.08834547,-0.7566373
2008,18,8.00539195,19.85008,48.42182,18.442649,12.000513,12.783048,-1.924,134.4216,2.097,0.096152,-0.7274061
2009,18,-5.88123771,20.99263,45.57893,24.197663,4.8527107,-0.0627186,-1.993,110.36333,3.024,0.08128958,-0.7462463
2010,18,7.20697461,22.26701,40.43186,21.872753,4.258792,7.483851,-2.054,87.93785,2.972,0.08227812,-0.6041275
2011,18,5.87938512,21.91588,44.79645,19.465376,4.431476,7.687251,-2.105,98.6176,2.677,0.08535773,-0.5793138
2012,18,-0.57670087,20.74197,42.21785,20.084057,2.8843265,4.5463343,-2.137,96.30641,2.189,0.08289537,-0.5624904
2013,18,9.07307558,18.276487,42.57613,19.677884,2.5469851,4.597879,-2.152,95.687294,1.894,0.07658727,-0.5012795
2014,18,5.06366581,18.7651,38.3488,20.816727,3.6789691,5.0887856,-1.756,94.228294,1.45,0.06404017,-0.4639188
2015,18,0.42915889,18.23872,46.18741,22.835765,2.8966355,9.67624,-1.594,88.966415,1.781,0.05086858,-0.6288785
2016,18,5.87017576,18.62163,46.291897,31.938674,1.0956135,6.359309,-1.431,89.004684,1.591,0.05004654,-0.6014068
2017,18,5.990412,18.43283,43.63448,29.35125,1.571512,6.57023,-1.323,88.62339,1.622,0.05847885,-0.4025781
2018,18,5.92036718,17.56773,40.02739,27.510741,2.7517798,3.045054,-1.179,87.446785,1.239,0.05833387,-0.2156019
2019,18,5.22280985,19.46438,35.693703,25.451031,4.442183,4.8377833,-1.453,87.63224,1.502,0.05810812,-0.2731316
2020,18,-7.26326977,17.99377,30.926271,33.95558,1.3504764,3.7659712,-1.357,79.265724,1.206,0.05809023,-0.2721944
2021,18,15.65579761,16.84165,29.415901,32.118783,2.820068,5.1064115,-1.623,88.47089,0.794,0.05635327,-0.2101436
2022,18,-2.11552608,16.69313,31.710207,34.486032,4.034467,28.737297,2.68,112.11767,0.909,0.05219779,-0.133791
2023,18,4.10581131,16.88653,27.468853,34.261811,2.1595109,13.41701,-0.89,93.99462,1.57,0.05745079,-0.0336705
2000,19,-4.57504227,19.05753,60.33108,82.104464,0.7033429,2.9001498,3.495,34.71278,1.427,0.00141854,-1.3111633
2001,19,3.56959178,16.65031,60.25552,73.982285,0.92242086,4.005514,3.522,33.013668,1.47,0.00134353,-1.3111633
2002,19,1.2779551,16.66685,59.451786,69.035392,0.28134075,2.628866,3.541,30.834385,1.808,0.00159873,-1.0453991
2003,19,-1.40492633,13.8455,61.08286,60.603839,0.5459245,-1.6144077,3.583,33.382793,2.145,0.00192543,-1.0520881
2004,19,-3.18333779,16.5550475,59.833546,55.049798,0.6491597,0.26254377,3.613,36.964104,2.751,0.00207651,-0.8354534
2005,19,3.50589536,16.5550475,51.344463,49.460225,1.1350676,7.7974977,3.646,38.34774,3.1,0.00179844,-0.7441785
2006,19,2.12703437,16.88377,49.88719,18.282811,0.8474975,0.04048583,3.668,36.531372,2.528,0.00200775,-0.8062253
2007,19,-0.58503884,17.37597,53.65877,17.830295,1.7285864,0.05395926,3.694,35.502804,2.021,0.0022442,-0.8180005
2008,19,3.81608289,16.17733,52.612034,14.170103,3.8790314,11.30511,3.71,39.711243,1.584,0.00212163,-0.7451343
2009,19,-1.75785643,18.91251,53.667995,15.936062,8.620891,0.5829066,3.724,49.512257,1.208,0.00219618,-0.6827442
2010,19,4.6076659,19.08965,55.533787,15.078104,10.14669,0.8040731,3.727,51.945988,0.718,0.00203702,-0.7350007
2011,19,-1.38136228,20.11652,57.737446,14.74672,12.164506,2.9423852,3.716,50.246395,0.316,0.00197254,-0.695647
2012,19,6.45537639,19.19202,60.806496,18.12966,8.923679,0.4550898,3.828,45.085964,2.177,0.00201141,-0.5898721
2013,19,1.43045374,18.0767,56.543682,19.554422,7.035166,2.2972312,3.691,46.29515,1.401,0.00210242,-0.6374806
2014,19,2.77949866,21.6615,54.67354,22.08588,7.575912,-0.93028724,3.687,45.7416,0.524,0.00185088,-0.5887916
2015,19,0.60432014,18.51219,51.68565,29.870103,5.4676175,-0.5760904,3.705,44.727432,0.556,0.00165971,-0.5908565
2016,19,0.51934198,15.34716,58.510403,32.826827,2.897745,1.6538892,3.645,36.48811,0.55,0.00160697,-0.5660437
2017,19,1.84106185,13.21516,48.31372,36.507145,3.0282302,2.7963731,3.478,39.071114,0.556,0.00182832,-0.654903
2018,19,3.26870209,16.33997,48.96119,37.009641,3.630374,2.9676037,3.424,37.53885,0.536,0.00174554,-0.6127385
2019,19,2.56706453,13.012805,46.09529,39.786969,5.563789,-2.4897926,3.311,37.102566,0.531,0.00171261,-0.6646514
2020,19,1.06429268,13.33254,43.5486,44.970743,2.6239555,2.8981938,3.289,35.51299,0.591,0.0018707,-0.6573807
2021,19,-2.122378,11.952616,42.5277,51.337608,3.9881263,3.837868,3.22,37.015892,0.806,0.00172664,-0.6395047
2022,19,8.63112579,12.371451,40.34075,50.598798,6.258808,4.2262177,3.282,52.80615,0.403,0.00162602,-0.644957
2023,19,-0.69144285,12.806974,51.48023,51.888495,6.1414785,3.7009733,3.307,46.47556,0.407,0.00168456,-0.6115289
2000,20,5.75502268,11.58057,31.120039,36.089773,5.3974037,9.900175,-0.024,60.61072,14.928,0.24135934,0.4025763
2001,20,1.26167598,11.86566,28.978146,32.778535,2.959496,5.4083357,-0.032,57.878532,18.435,0.25085919,0.4025763
2002,20,1.94840486,11.9206,26.4494,41.064618,2.0486298,1.9052821,-0.062,60.7968,20.211,0.26049807,0.2937024
2003,20,3.59326548,11.67522,27.580942,44.772514,2.457435,0.68270135,-0.073,69.21345,19.899,0.2673225,0.4637907
2004,20,5.15230496,12.32353,29.4441,43.933703,5.4115086,3.3826468,-0.115,70.981575,18.822,0.33440342,0.2850646
2005,20,3.30621477,12.26529,27.745615,46.442164,3.596418,2.1837988,-0.111,70.31148,17.592,0.30662619,0.4613517
2006,20,6.26942932,12.70998,27.105726,46.437918,6.2079062,1.284694,-0.168,77.700806,13.794,0.34358358,0.3072557
2007,20,6.81843988,11.34833,26.290737,42.165677,5.8250217,2.458743,-0.099,80.7454,9.551,0.41067762,0.2285767
2008,20,4.36953645,11.41025,24.430563,44.167497,2.7209995,4.164972,-0.03,80.574684,7.069,0.33763252,0.4094615
2009,20,2.54561682,11.08305,24.360237,45.906243,3.1810548,3.7953925,0.063,74.9686,8.131,0.35084026,0.4671032
2010,20,3.46400854,11.04652,23.714363,48.683854,3.9448946,2.5806937,0.426,82.22585,9.578,0.33737053,0.5474147
2011,20,5.19888222,10.94568,23.95442,49.306865,3.5712895,4.2394013,0.168,86.92369,9.576,0.29262012,0.5785731
2012,20,1.51202437,11.19551,24.264168,48.93559,1.5288609,3.5603714,0.037,88.8299,10.031,0.32262227,0.600245
2013,20,0.74503198,11.56644,23.645573,51.168764,0.25898343,0.9919826,0.022,90.41751,10.293,0.33200531,0.654327
2014,20,3.99831832,11.5705,22.737463,45.605499,3.8508918,0.053821314,0.008,92.03402,8.971,0.28512774,0.9088197
2015,20,4.50138468,11.53715,23.037586,46.118873,3.295462,-0.8741259,-0.002,92.255424,7.475,0.25633796,0.8717909
2016,20,3.07547528,11.2716,22.74558,49.768809,3.8160875,-0.6647673,-0.014,96.865906,6.141,0.23927452,0.7500075
2017,20,5.13933542,11.04396,22.736435,46.497208,2.3781283,2.0759356,-0.029,100.565895,4.867,0.28724902,0.6233831
2018,20,6.24607111,11.11062,20.420332,44.434495,3.3480392,1.8129516,-0.043,102.44246,3.835,0.26597867,0.6921258
2019,20,4.60600727,11.17117,20.090784,42.064311,3.1545565,2.2274787,-0.036,101.58103,3.267,0.26331727,0.6631417
2020,20,-0.861202,10.05723,19.53498,46.446151,3.3149905,3.3744698,-0.251,99.259094,3.155,0.26607067,0.6765763
2021,20,8.471718,10.60409,19.847479,42.758841,5.4430676,5.055027,-0.435,110.87428,3.268,0.24630542,0.5887761
2022,20,5.71227597,9.97441,18.434946,39.939711,6.006261,14.429451,2.231,123.02133,2.811,0.22717979,0.515427
2023,20,0.6168531,11.35988522,15.846342,39.575407,4.389187,11.528913,-0.264,110.02493,2.743,0.25412961,0.6341038
2000,21,2.59397523,8.18758,19.419724,23.100759,2.7836132,45.666595,-0.548,48.521324,6.969,0.38571318,-0.6395683
2001,21,6.69667367,9.84882,18.94092,27.38727,2.8642075,34.477013,-0.602,51.928593,6.561,0.31648574,-0.6395683
2002,21,7.65586943,10.92235,17.835146,26.80101,2.4834201,22.539886,-0.771,53.710247,8.112,0.29850746,-0.4750729
2003,21,3.08196384,11.13906,15.127175,23.461579,3.189959,15.273489,-0.858,56.179527,6.95,0.30679552,-0.5893426
2004,21,11.05911322,9.84331,24.326986,19.904589,8.593685,11.874364,-0.912,60.62648,7.719,0.34403275,-0.3220772
2005,21,5.31650611,10.83668,18.498968,16.129015,6.600672,9.014913,-0.87,59.36055,7.174,0.32177103,-0.515835
2006,21,8.67067585,12.71962,19.990564,13.418296,9.020061,6.558514,-0.812,61.683624,7.27,0.38946876,-0.4530336
2007,21,8.82964824,12.00496,17.596075,13.012887,5.7867904,4.8373294,-0.763,63.505157,6.413,0.40709982,-0.4804629
2008,21,11.1442089,11.61622,18.182154,12.489955,6.3774185,7.8508024,-0.699,65.1752,5.787,0.35283325,-0.5057909
2009,21,-4.72628859,11.02129,20.784504,21.179139,2.663644,5.58742,-0.675,58.47006,6.859,0.34058785,-0.4998865
2010,21,-3.33335291,9.12913,19.631237,27.955666,1.8897185,6.091417,-0.733,69.95493,6.959,0.31206116,-0.2261464
2011,21,5.01083371,8.31299,24.27584,31.399116,1.2304269,5.789253,-0.746,76.271355,7.177,0.29946396,-0.1785126
2012,21,2.35828067,8.43579,22.42794,34.11843,1.7014377,3.3349228,-0.475,76.59432,6.794,0.29784066,-0.190389
2013,21,0.65182227,8.96413,20.176117,36.620337,2.0310051,3.9847124,-0.475,81.39761,7.096,0.30721022,-0.0458649
2014,21,4.50672544,9.25695,20.3137,38.266151,1.9372883,1.0683099,-0.472,83.375145,6.802,0.27123793,-0.0498234
2015,21,3.64306941,9.09451,21.281868,37.361395,2.4272583,-0.59415644,-0.503,83.52058,6.812,0.24109748,-0.0115775
2016,21,3.45169541,9.51059,20.754986,38.074993,3.3741758,-1.5447967,-0.444,85.892525,5.901,0.2323798,-0.1192185
2017,21,8.82266657,10.05265,20.488155,35.933713,2.8327308,1.3390212,-0.444,87.15607,4.927,0.25697032,-0.1200618
2018,21,6.01553045,10.46096,19.457571,35.263051,3.0371466,4.6254845,-0.488,87.09117,4.187,0.24548311,-0.102107
2019,21,4.50941296,10.70549,18.877165,35.59183,2.9452293,3.8278544,-0.497,84.906364,3.912,0.23469771,-0.1453557
2020,21,-3.06561725,9.3997,19.026186,46.907994,1.4373735,2.631073,-0.625,78.36165,5.035,0.25214322,-0.2499801
2021,21,6.37801654,8.95024,20.942455,48.784577,4.1283455,5.0523286,-0.87,87.0712,5.59,0.2287963,-0.0777119
2022,21,4.59004052,8.77512,21.421675,48.327792,3.8864734,13.795488,0.024,93.94965,5.614,0.21576835,0.199031
2023,21,2.19035297,9.964701739,22.96146,49.232098,2.5042686,10.397187,-0.53,83.375336,5.589,0.22242982,0.1319311
2000,22,1.41335705,17.61849,55.66883,57.514006,1.3577446,0.731982,2.419,48.680088,2.638,0.00141854,-0.5762275
